Specimen 1,Specimen 1,Specimen 1,Specimen 1
Test time,Standard force,Strain,Grip to grip separation
s,N,mm,mm
9.2,318.8287964,0.076650001,37.13249525
9.300000001,319.5185852,0.07799945,37.13417754
9.4,320.1906128,0.0792,37.13581786
9.5,320.7144165,0.080549456,37.13750777
9.600000001,321.081665,0.081749998,37.13916525
9.7,321.5923462,0.083099999,37.14083037
9.800000001,322.4644165,0.084599175,37.14248785
9.9,323.4486084,0.085649997,37.14415297
10,323.4124756,0.086999454,37.14584288
10.1,323.7702026,0.088200003,37.147508
10.2,324.7848511,0.089549996,37.14918169
10.3,325.1576538,0.090899728,37.15082201
10.4,325.829895,0.092249177,37.15251192
10.5,325.7726746,0.093449175,37.15418562
10.6,326.5743103,0.094799452,37.15585932
10.7,327.0350037,0.095999725,37.15750822
10.8,327.3802185,0.097349726,37.15916571
10.9,327.6295471,0.098699182,37.16086325
11,328.1839905,0.0999,37.16252932
11.1,328.79422,0.101249456,37.16421065
11.2,328.9598389,0.102449998,37.16584334
11.3,329.3532715,0.103799999,37.16753325
11.4,330.0098877,0.105149455,37.16919073
11.5,330.2471619,0.106349997,37.17088065
11.6,330.5729065,0.107699998,37.17250475
11.7,331.0764771,0.109049998,37.17417845
11.8,331.0759888,0.110399999,37.17584346
11.9,332.1721802,0.111749999,37.17752574
12,332.299469,0.1131,37.17919849
12.1,332.295105,0.114449449,37.18084739
12.2,332.8135986,0.115800001,37.18252967
12.3,333.6622314,0.117149994,37.18417858
12.4,333.9815063,0.11849945,37.1858599
12.5,334.3851013,0.119849451,37.18750118
12.6,334.5683289,0.121049456,37.18918251
12.7,334.5092468,0.122549862,37.19083999
12.8,334.8528137,0.12374945,37.19250511
12.9,335.3910828,0.12509945,37.19417022
13,335.0957642,0.1264489,37.19581912
13.1,335.8678284,0.127649724,37.19751762
13.2,336.2652283,0.128999725,37.19916652
13.3,336.7256165,0.130349174,37.20083164
13.4,336.7031555,0.131699458,37.20249675
13.5,337.3028564,0.133049443,37.20417045
13.6,337.6588135,0.134249181,37.20583652
13.7,337.7192993,0.135600001,37.20750164
13.8,337.9672241,0.136949718,37.20917533
13.9,338.3405151,0.138149455,37.21081565
14,338.4921265,0.139500007,37.21250556
14.1,339.0430298,0.140849993,37.21417068
14.2,339.5216675,0.142049998,37.21586059
14.3,339.8920288,0.143399999,37.21749328
14.4,339.9813232,0.144749999,37.21916698
14.5,340.256897,0.1461,37.22084831
14.6,340.5940552,0.147300005,37.22251438
14.7,341.433075,0.148650005,37.2241957
14.8,341.3756409,0.149999991,37.22584461
14.9,341.0074768,0.151349992,37.22751831
15,341.886322,0.152699992,37.229192
15.1,341.95578,0.154049993,37.23087333
15.2,342.631073,0.155399993,37.23252223
15.3,342.7351379,0.156749457,37.23419593
15.4,342.7664795,0.15809986,37.23585342
15.5,343.3389893,0.159449458,37.23753475
15.6,343.4402161,0.16079931,37.23919986
15.7,343.4942932,0.161999181,37.24084114
15.8,344.0331116,0.16334945,37.24252246
15.9,344.2287292,0.164699867,37.24417137
16,344.1758118,0.166049585,37.24586988
16.1,345.0996399,0.167399585,37.24752736
16.2,344.7717896,0.168749452,37.24920106
16.3,345.244812,0.170099452,37.25085759
16.4,345.5341797,0.171449855,37.25251508
16.5,346.1419373,0.172799453,37.25418019
16.6,345.7354431,0.173999175,37.25583768
16.7,346.3016968,0.175349176,37.25751042
16.8,346.4653625,0.176699713,37.25915959
16.9,346.6191711,0.178049445,37.26084188
17,347.243927,0.179399729,37.2624822
17.1,347.2113037,0.180749446,37.26417211
17.2,347.8132629,0.181950003,37.26584581
17.3,347.9353027,0.183299452,37.26750329
17.4,348.1080322,0.184650004,37.26915982
17.5,347.7977295,0.185999721,37.27082494
17.6,348.4559326,0.187349185,37.27250722
17.7,348.777832,0.188699722,37.27415612
17.8,349.2401123,0.190049455,37.27582982
17.9,349.5072937,0.191399455,37.27748635
18,350.1004639,0.192749321,37.27916864
18.1,349.8557129,0.194099724,37.28083375
18.2,349.9681396,0.195449308,37.28251603
18.3,350.0916443,0.196799591,37.28417256
18.4,350.190033,0.198149458,37.28583005
18.5,350.8552856,0.199349716,37.28751138
18.6,350.9244995,0.200699583,37.28918508
18.7,351.6997681,0.202049851,37.29087499
18.8,351.7091675,0.20339945,37.2924991
18.9,351.65802,0.204899311,37.29418138
19,351.9511719,0.206100002,37.2958627
19.1,351.9327393,0.207449451,37.29752782
19.2,352.381958,0.208948627,37.29920152
19.3,352.6224365,0.210149184,37.30085042
19.4,352.4792175,0.211499318,37.30254892
19.5,352.756073,0.212849453,37.30418924
19.6,352.289978,0.214049995,37.30587152
19.7,352.7472534,0.215549454,37.30752042
19.8,353.5212402,0.216899455,37.30919412
19.9,353.7261047,0.218099996,37.31085065
20,352.9792786,0.219599724,37.31252435
20.1,353.8534241,0.220949993,37.31418946
20.2,354.4602966,0.22214973,37.31585553
20.3,354.8886719,0.22349973,37.31752923
20.4,354.4613037,0.224999309,37.31917813
20.5,355.0050049,0.226349577,37.32085088
20.6,355.163208,0.22755,37.32249978
20.7,355.4692993,0.229049176,37.32418206
20.8,355.4016724,0.230250001,37.32583097
20.9,355.6670532,0.231749177,37.32750466
21,355.9453735,0.233099997,37.32915357
21.1,356.548645,0.234299719,37.33082727
21.2,357.1228638,0.235799447,37.33250859
21.3,356.9592896,0.237149581,37.33416608
21.4,356.9673767,0.238499865,37.33583978
21.5,357.0815125,0.239700004,37.33748868
21.6,356.9448547,0.241199583,37.33917859
21.7,357.1929626,0.242399722,37.34083512
21.8,357.4872131,0.243749991,37.3425087
21.9,357.5801086,0.245249182,37.34415761
22,357.9539795,0.246449992,37.34582272
22.1,358.0292969,0.247799724,37.34751359
22.2,358.3902588,0.249149993,37.3491787
22.3,358.782959,0.250499457,37.3508524
22.4,358.8643799,0.251849174,37.35249272
22.5,358.9063721,0.253199995,37.35418263
22.6,359.5304565,0.254549444,37.35584775
22.7,359.151123,0.255899191,37.35753003
22.8,358.8813477,0.257249445,37.35918656
22.9,359.8520508,0.258599192,37.36084405
23,359.8013611,0.259949714,37.36252537
23.1,360.1230164,0.261299729,37.36419907
23.2,360.4860535,0.262650013,37.36588135
23.3,360.9474792,0.263999462,37.36752167
23.4,361.1768494,0.265350014,37.36919537
23.5,361.266449,0.266849458,37.37085286
23.6,361.1176758,0.26819998,37.37254277
23.7,361.2907715,0.269400001,37.37418309
23.8,361.7348633,0.270749182,37.37585679
23.9,361.9758301,0.272100002,37.3775219
24,362.4033203,0.273599863,37.37918702
24.1,362.1966248,0.274949849,37.38086072
24.2,362.6881714,0.276149988,37.3825182
24.3,362.7841187,0.277649581,37.3841919
24.4,362.6268921,0.27899918,37.38584843
24.5,362.9702759,0.280200005,37.38752213
24.6,362.6191406,0.281699598,37.38917103
24.7,363.2491455,0.282899737,37.39084473
24.8,363.6398315,0.28439945,37.39250985
24.9,363.7750244,0.285749465,37.39416733
25,363.2515869,0.287099451,37.39583245
25.1,363.3338013,0.288449436,37.39748135
25.2,363.7799377,0.289649725,37.39917985
25.3,363.9084473,0.290999442,37.40084496
25.4,364.1862488,0.292349458,37.40251866
25.5,364.6546326,0.293699443,37.40415135
25.6,364.7184143,0.295049191,37.40583268
25.7,364.7165222,0.296399176,37.40750638
25.8,364.7096863,0.297749192,37.40916386
25.9,364.8019409,0.298949987,37.41083756
26,364.7592163,0.300300002,37.41247788
26.1,365.7245178,0.301649988,37.41417637
26.2,365.4582825,0.302999169,37.41584149
26.3,365.629303,0.304349452,37.41751519
26.4,365.6169739,0.305699468,37.41915551
26.5,365.8020325,0.307049453,37.42083779
26.6,366.3374329,0.308399439,37.42251912
26.7,366.2604065,0.309899449,37.42419282
26.8,366.3809509,0.311249465,37.42585763
26.9,366.9194031,0.31259945,37.42750654
27,366.6191101,0.313949734,37.42918882
27.1,366.744751,0.31529972,37.43086252
27.2,367.0584717,0.316649169,37.43254384
27.3,367.2011414,0.317999989,37.43418512
27.4,367.1081238,0.319350004,37.43587503
27.5,367.2773132,0.32069999,37.43752393
27.6,367.4714661,0.322049439,37.43919668
27.7,367.7655334,0.323549449,37.44086275
27.8,368.0519409,0.324749738,37.44251928
27.9,367.5608521,0.326099724,37.44420156
28,367.9955444,0.327450007,37.44583425
28.1,368.7723999,0.328949183,37.44753179
28.2,368.1903076,0.330299169,37.44918069
28.3,368.2169189,0.331649452,37.4508706
28.4,368.0687256,0.332999438,37.45251951
28.5,368.2503662,0.334199995,37.45417699
28.6,368.81427,0.335700005,37.45584211
28.7,368.5687561,0.337049454,37.45749959
28.8,369.629364,0.33854863,37.4591895
28.9,369.0412292,0.339749455,37.46083841
29,369.9697571,0.340950012,37.46250352
29.1,369.9826965,0.342449993,37.4641448
29.2,370.0865784,0.343948215,37.46584234
29.3,370.6615295,0.345149457,37.46751604
29.4,369.9593811,0.346499711,37.46918115
29.5,369.7463074,0.3477,37.47083864
29.6,370.5170593,0.349199176,37.47249612
29.7,370.5405273,0.350549459,37.47416887
29.8,370.657959,0.351749718,37.47582635
29.9,370.5319214,0.353099465,37.47750768
30,370.8913574,0.354449868,37.47914895
30.1,371.4052734,0.355799735,37.48083028
30.2,371.7367249,0.356999993,37.48250398
30.3,371.3700867,0.358499467,37.48417768
30.4,371.7865295,0.359849989,37.48584279
30.5,371.3572998,0.36105001,37.4874917
30.6,372.3577881,0.36254999,37.48918161
30.7,371.7035217,0.36389944,37.49084768
30.8,371.9320984,0.365099996,37.49253759
30.9,371.7134705,0.366450012,37.49416932
31,372.5298767,0.367949188,37.49585161
31.1,372.5614929,0.369149715,37.49751672
31.2,372.8127747,0.370499998,37.49920663
31.3,372.4963989,0.371849716,37.50085554
31.4,372.3283691,0.373050004,37.50252065
31.5,373.0010986,0.374549985,37.50420293
31.6,372.9398804,0.375899464,37.50585184
31.7,372.7838745,0.377249986,37.50753316
31.8,372.9000854,0.378599584,37.50916633
31.9,373.5435181,0.379949868,37.51086387
32,373.5457764,0.381299168,37.51251277
32.1,373.7556152,0.382649451,37.51418647
32.2,374.2807312,0.383850008,37.51585159
32.3,373.8927917,0.385349184,37.51752529
32.4,373.7675476,0.386699319,37.51919135
32.5,374.068573,0.388049185,37.52084789
32.6,374.3847351,0.389399737,37.52252159
32.7,374.2335815,0.390599996,37.52416191
32.8,374.4110107,0.39209944,37.52585182
32.9,374.5271606,0.393299729,37.5275093
33,374.7727966,0.394799173,37.529183
33.1,374.4162598,0.395999193,37.5308319
33.2,374.9971924,0.397499174,37.53248939
33.3,374.8715515,0.398699731,37.5341793
33.4,374.6295471,0.400049984,37.53583583
33.5,375.1000366,0.401399732,37.53750953
33.6,375.2467957,0.40259999,37.53915843
33.7,374.721344,0.404099464,37.54083213
33.8,375.3327026,0.405149996,37.54249725
33.9,375.8613281,0.406799585,37.54417095
34,376.1900024,0.407849997,37.54581985
34.1,376.1061401,0.409349442,37.54749355
34.2,375.7359009,0.410549998,37.54917488
34.3,375.8546448,0.412199467,37.55083236
34.4,376.7701416,0.413249999,37.55251369
34.5,376.5444946,0.414749175,37.55416355
34.6,376.9561157,0.416099846,37.55584487
34.7,376.7427673,0.417299986,37.55750999
34.8,376.4789124,0.418500006,37.55919227
34.9,376.660675,0.419999719,37.5608488
35,376.8842468,0.421050012,37.56251392
35.1,377.0820007,0.422699451,37.5641962
35.2,377.1322937,0.423900008,37.56586131
35.3,376.7926331,0.425249726,37.56753501
35.4,376.849823,0.426600009,37.56917533
35.5,377.1428833,0.427949727,37.57087383
35.6,377.5033569,0.429599851,37.57252273
35.7,378.215271,0.430650264,37.57420501
35.8,377.8166809,0.432148218,37.57584533
35.9,378.0725403,0.433200002,37.57751903
36,378.4347229,0.434699446,37.57917556
36.1,378.3229065,0.435900003,37.58084926
36.2,378.3741455,0.43724972,37.58252296
36.3,378.279541,0.438600004,37.58418044
36.4,378.9338684,0.439950138,37.58586177
36.5,378.7366638,0.441449463,37.58751068
36.6,378.7218933,0.442949593,37.58919296
36.7,378.5211487,0.443999738,37.59083328
36.8,378.7542114,0.445649862,37.59249845
36.9,379.4857788,0.446550012,37.59418073
37,378.9319763,0.448198229,37.59583727
37.1,379.1696167,0.449400008,37.59750333
37.2,379.7775269,0.450599998,37.59914365
37.3,379.1593628,0.452248365,37.60083357
37.4,379.1461792,0.453599989,37.60250726
37.5,379.6547546,0.454799443,37.60417238
37.6,380.1368713,0.456299454,37.60582128
37.7,380.4342346,0.457350135,37.60750356
37.8,380.8441467,0.458849728,37.60916868
37.9,380.5122681,0.460049987,37.61082521
38,381.0443115,0.461250275,37.61249891
38.1,380.5987549,0.463048905,37.61414781
38.2,381.0674438,0.464100003,37.61583772
38.3,380.7955933,0.465299189,37.61750379
38.4,380.9967651,0.467098236,37.61918512
38.5,380.8755798,0.467999995,37.62081781
38.6,381.105957,0.46935001,37.62250772
38.7,381.7562256,0.470999449,37.62418142
38.8,380.9449463,0.472199172,37.62585512
38.9,381.7425537,0.473549575,37.62752786
39,381.693512,0.474898905,37.62918535
39.1,381.6951294,0.476249307,37.63085905
39.2,381.5123901,0.477450013,37.63252416
39.3,381.1065063,0.478649735,37.63420644
39.4,381.640686,0.480298907,37.63584676
39.5,382.2825317,0.48120001,37.63752809
39.6,382.2407532,0.4824,37.63920179
39.7,381.8536377,0.484198213,37.64086786
39.8,382.1073608,0.485399991,37.64253297
39.9,382.1333008,0.486450136,37.64418188
40,382.848053,0.487799466,37.64585558
40.1,382.6056519,0.48944822,37.64752069
40.2,382.8352051,0.490799993,37.64919439
40.3,382.6359863,0.492000014,37.65084329
40.4,383.2502441,0.493200004,37.6525332
40.5,383.171936,0.49499768,37.65418211
40.6,383.3947144,0.49605,37.6558558
40.7,382.9489136,0.497100264,37.65751234
40.8,383.2837219,0.498449445,37.65916124
40.9,383.4297791,0.500398934,37.66084352
41,383.7424622,0.501299977,37.66250864
41.1,383.7396851,0.502649844,37.66417375
41.2,384.288269,0.503700137,37.66582266
41.3,383.9755249,0.505349457,37.66752115
41.4,384.010437,0.506549597,37.66917005
41.5,384.2501221,0.50775069,37.67083517
41.6,384.661499,0.509249985,37.67250028
41.7,384.5774536,0.510299981,37.67415777
41.8,384.5288086,0.512099445,37.67583999
41.9,384.4500427,0.513299465,37.67749652
42,385.287323,0.514649987,37.67917022
42.1,384.9841309,0.515699983,37.68081912
42.2,384.8428955,0.517050385,37.68250904
42.3,385.1637573,0.518699706,37.68417415
42.4,385.4258423,0.520049453,37.68584785
42.5,385.112854,0.521399438,37.68750533
42.6,385.6252136,0.52244997,37.68916282
42.7,385.2402039,0.523800015,37.69085273
42.8,385.515564,0.525149703,37.69251785
42.9,385.7578735,0.526798248,37.69419917
43,386.0365601,0.528148234,37.69584045
43.1,386.2369995,0.529499471,37.69753036
43.2,386.1248169,0.530849159,37.69919547
43.3,386.3055725,0.531899989,37.70086059
43.4,386.3631287,0.533399999,37.70252571
43.5,386.6072083,0.534749746,37.7041994
43.6,387.0887756,0.536248207,37.7058731
43.7,387.0005188,0.537449837,37.70753059
43.8,387.1536865,0.538800001,37.70921192
43.9,386.397644,0.540000021,37.71084461
44,387.1568909,0.541350007,37.71253452
44.1,387.0497742,0.542699993,37.71418342
44.2,387.6324768,0.543900013,37.71585712
44.3,387.3548889,0.545399725,37.7175146
44.4,387.1006165,0.546749473,37.71918735
44.5,387.4291077,0.548398912,37.72085342
44.6,387.0325623,0.549599469,37.72250995
44.7,387.5142517,0.550949156,37.72419986
44.8,387.2154541,0.55229944,37.72582492
44.9,387.1034851,0.553649306,37.72751483
45,387.4483032,0.554849982,37.72917995
45.1,388.1543579,0.556200385,37.73084506
45.2,388.147583,0.557550013,37.73248538
45.3,388.1320496,0.558899999,37.73417625
45.4,388.4395752,0.559949994,37.73584136
45.5,388.0487061,0.561300397,37.7374979
45.6,388.6010132,0.562948883,37.73917159
45.7,388.2608032,0.564149737,37.7408205
45.8,388.6393433,0.565500021,37.74251041
45.9,388.3716431,0.566848516,37.74415931
46,388.7316895,0.568199039,37.74584159
46.1,389.152832,0.569549441,37.7474905
46.2,389.2593994,0.570898652,37.74916419
46.3,389.083313,0.572249472,37.7508541
46.4,389.6089172,0.573449194,37.75251064
